item_id:token	entity_id:token
B24DCAT289	u.00759
B24DCVN104	u.00760
B23DCPT217	u.00761
B23DCCN662	u.00762
B23DCCN351	u.00763
B23DCVT427	u.00764
B24DCKD085	u.00765
B24DCCN417	u.00766
B23DCVT106	u.00767
B24DCDT183	u.00768
B24DCAT190	u.00769
B23DCCN174	u.00770
B24DCAT076	u.00771
B24DCVN076	u.00772
B24DCPT002	u.00773
B22DCDT082	u.00774
B22DCVT566	u.00775
B24DCPT171	u.00776
B23DCAT343	u.00777
B23DCKH011	u.00778
B24DCDT073	u.00779
B24DCCN400	u.00780
B23DCCN290	u.00781
B23DCCN368	u.00782
B24DCTC005	u.00783
B23DCPT201	u.00784
B24DCCN237	u.00785
B24DCCN510	u.00786
B20DCCN155	u.00787
B23DCKH026	u.00788
B24DCDT248	u.00789
B23DCPT125	u.00790
B24DCVN028	u.00791
B23DCCN287	u.00792
B20DCDT210	u.00793
B23DCAT031	u.00794
B24DCDT165	u.00795
B24DCVT371	u.00796
B23DCPT124	u.00797
B23DCPT029	u.00798
B23DCPT251	u.00799
B20DCAT076	u.00800
B23DCDT299	u.00801
B24DCKH052	u.00802
B24DCCN421	u.00803
B23DCCN034	u.00804
B23DCKH081	u.00805
B23DCCN436	u.00806
B20DCPT107	u.00807
B23DCPT117	u.00808
B23DCKD065	u.00809
B23DCPT158	u.00810
B23DCAT122	u.00811
B24DCVT171	u.00812
B24DCCN577	u.00813
B24DCKH059	u.00814
B18DCCN586	u.00815
B23DCKH102	u.00816
B20DCAT089	u.00817
B24DCCN496	u.00818
B23DCAT264	u.00819
B23DCVT208	u.00820
B23DCCN415	u.00821
B24DCCE189	u.00822
B24DCAT145	u.00823
B24DCKD018	u.00824
B23DCKH051	u.00825
B24DCCN480	u.00826
B22DCCN258	u.00827
B24DCAT066	u.00828
B24DCDK049	u.00829
B23DCVT424	u.00830
B24DCVN103	u.00831
B24DCVN069	u.00832
B24DCDT138	u.00833
B23DCCN710	u.00834
B24DCCN113	u.00835
B24DCKD089	u.00836
B24DCCN232	u.00837
B24DCCN339	u.00838
B24DCCN279	u.00839
B23DCDT045	u.00840
B24DCVN094	u.00841
B24DCVN099	u.00842
B24DCKH041	u.00843
B24DCAT221	u.00844
B24DCCN395	u.00845
B24DCTC040	u.00846
B24DCPT181	u.00847
B24DCVT338	u.00848
B24DCKD001	u.00849
B20DCCN462	u.00850
B24DCVT164	u.00851
B23DCCN435	u.00852
B24DCCN201	u.00853
B24DCCE206	u.00854
B24DCDT037	u.00855
B24DCCN155	u.00856
B23DCCN632	u.00857
B24DCCN374	u.00858
B20DCDT148	u.00859
B20DCDT062	u.00860
B23DCCN204	u.00861
B19DCPT228	u.00862
B24DCDT086	u.00863
B24DCAT087	u.00864
B24DCCN624	u.00865
B23DCCN905	u.00866
B19DCAT089	u.00867
B23DCPT150	u.00868
B19DCCN086	u.00869
B24DCDT050	u.00870
B23DCCN557	u.00871
B23DCAT273	u.00872
B24DCCN545	u.00873
B22DCDT249	u.00874
B24DCDT112	u.00875
B22DCVT101	u.00876
B23DCCN671	u.00877
B23DCCE093	u.00878
B23DCVT090	u.00879
B23DCAT311	u.00880
B23DCDT073	u.00881
B23DCCN053	u.00882
B24DCDK065	u.00883
B24DCVT131	u.00884
B24DCVT062	u.00885
B20DCCN743	u.00886
B23DCCN990	u.00887
B23DCDT279	u.00888
B24DCVT397	u.00889
B24DCAT072	u.00890
B23DCVT110	u.00891
B23DCKD017	u.00892
B24DCAT122	u.00893
B24DCCN088	u.00894
B23DCVT042	u.00895
B24DCCN233	u.00896
B24DCDT162	u.00897
B21DCDT206	u.00898
B23DCCN009	u.00899
B24DCKD086	u.00900
B23DCDK028	u.00901
B23DCCN540	u.00902
B23DCCE057	u.00903
B20DCDT009	u.00904
B24DCCE264	u.00905
B24DCVN108	u.00906
B24DCAT162	u.00907
B24DCDT212	u.00908
B24DCKD103	u.00909
B23DCPT185	u.00910
B24DCDT141	u.00911
B24DCVT406	u.00912
B24DCAT024	u.00913
B24DCAT244	u.00914
B23DCPT065	u.00915
B24DCCE101	u.00916
B23DCCN197	u.00917
B23DCCN947	u.00918
B24DCKH051	u.00919
B23DCCN961	u.00920
B20DCCN045	u.00921
B23DCPT108	u.00922
B23DCVT168	u.00923
B20DCCN052	u.00924
B24DCAT259	u.00925
B23DCCN191	u.00926
B24DCVT369	u.00927
B23DCDT179	u.00928
B24DCVN063	u.00929
B24DCCN166	u.00930
B23DCCN041	u.00931
B24DCVN024	u.00932
B24DCKH130	u.00933
B23DCCN305	u.00934
B24DCCN385	u.00935
B23DCPT213	u.00936
B23DCCN086	u.00937
B23DCPT037	u.00938
B24DCPT241	u.00939
B23DVCN108	u.00940
B24DCPT014	u.00941
B24DCCN197	u.00942
B23DCDK089	u.00943
B24DCAT070	u.00944
B19DCCN367	u.00945
B24DCGA146	u.00946
B24DCCN359	u.00947
B24DCCE044	u.00948
B24DCPT152	u.00949
B24DCCN242	u.00950
B23DCKD010	u.00951
B23DCCE023	u.00952
B21DCPT194	u.00953
B24DCCN436	u.00954
B24DCCE048	u.00955
B23DCCN653	u.00956
B24DCPT086	u.00957
B20DCCN412	u.00958
B24DCDT006	u.00959
B20DCPT207	u.00960
B24DCCN030	u.00961
B21DCVT257	u.00962
B24DCGA123	u.00963
B23DVCN152	u.00964
B24DCAT118	u.00965
B24DCAT240	u.00966
B24DCCN065	u.00967
B24DCCE254	u.00968
B24DCDT091	u.00969
B24DCVT070	u.00970
B24DCCN512	u.00971
B24DCCN452	u.00972
B24DCTC071	u.00973
B24DCVT262	u.00974
B22DCDT265	u.00975
B24DCAT217	u.00976
B22DCDT219	u.00977
B23DCAT124	u.00978
B23DCCN142	u.00979
B24DCVN072	u.00980
B23DCDT001	u.00981
B24DCGA072	u.00982
B23DCKH099	u.00983
B24DCPT034	u.00984
B20DCPT145	u.00985
B23DCDK113	u.00986
B24DCGA103	u.00987
B24DCDT157	u.00988
B24DCVN081	u.00989
B23DCVT449	u.00990
B23DCPT127	u.00991
B22DCDT167	u.00992
B24DCPT039	u.00993
B24DCCN266	u.00994
B24DCCN468	u.00995
B24DCVT331	u.00996
B23DCCE094	u.00997
B20DCCN280	u.00998
B22DCDT190	u.00999
B23DCCN470	u.01000
B24DCCN333	u.01001
B18DCCN540	u.01002
B23DCKH110	u.01003
B24DCCN139	u.01004
B24DCKD032	u.01005
B20DCDT074	u.01006
B24DCCE169	u.01007
B24DCCN461	u.01008
B24DCAT128	u.01009
B23DCKH063	u.01010
B24DCCE289	u.01011
B23DCCN105	u.01012
B23DCAT024	u.01013
B23DVCN012	u.01014
B23DCCN221	u.01015
B23DCPT081	u.01016
B24DCGA045	u.01017
B23DVCN120	u.01018
B23DCCN805	u.01019
B24DCAT215	u.01020
B23DCCN702	u.01021
B21DCCN522	u.01022
B24DCPT195	u.01023
B24DCCN403	u.01024
B23DCCN164	u.01025
B23DCCN907	u.01026
B23DCPT097	u.01027
B24DCCN598	u.01028
B22DCDT076	u.01029
B23DCCN370	u.01030
B23DCPT316	u.01031
B24DCPT007	u.01032
B24DCGA050	u.01033
B23DCCN093	u.01034
B24DCCN522	u.01035
B24DCVT095	u.01036
B24DCVN023	u.01037
B24DCTC013	u.01038
B23DVCN089	u.01039
B24DCCE146	u.01040
B23DCCN026	u.01041
B23DCCN717	u.01042
B24DCCN026	u.01043
B22DCDT050	u.01044
B24DCAT253	u.01045
B23DCCN225	u.01046
B23DCCN104	u.01047
B23DCCN216	u.01048
B23DCVT009	u.01049
B23DCCE006	u.01050
B24DCAT065	u.01051
B24DCVN026	u.01052
B23DCAT020	u.01053
B20DCDT031	u.01054
B23DCAT113	u.01055
B23DCAT006	u.01056
B24DCDT094	u.01057
B22DCAT067	u.01058
B20DCVT276	u.01059
B22DCDT156	u.01060
B24DCVT322	u.01061
B23DCVT363	u.01062
B18DCCN335	u.01063
B24DCAT163	u.01064
B24DCPT186	u.01065
B22DCDT140	u.01066
B24DCAT195	u.01067
B24DCCE221	u.01068
B24DCVT058	u.01069
B20DCCN500	u.01070
B23DCKH075	u.01071
B23DVCN126	u.01072
B24DCCN342	u.01073
B23DCCN494	u.01074
B23DCCN501	u.01075
B23DCCN485	u.01076
B23DCVT041	u.01077
B24DCCE045	u.01078
B24DCAT084	u.01079
B24DCCE071	u.01080
B24DCVT274	u.01081
B23DCVT072	u.01082
B23DCKH057	u.01083
B23DCCN764	u.01084
B23DCCN457	u.01085
B24DCCN412	u.01086
B24DCCE262	u.01087
B24DCCN613	u.01088
B24DCCN117	u.01089
B24DCVN022	u.01090
B23DCCN062	u.01091
B24DCKH129	u.01092
B24DCTC052	u.01093
B24DCPT025	u.01094
B23DCCN344	u.01095
B23DCCN465	u.01096
B23DCAT201	u.01097
B23DCKD030	u.01098
B24DCVN098	u.01099
B23DCCN779	u.01100
B24DCVN077	u.01101
B23DCAT262	u.01102
B24DCGA020	u.01103
B24DCAT036	u.01104
B24DCKH097	u.01105
B23DCCN844	u.01106
B24DCVT071	u.01107
B21DCDT177	u.01108
B24DCGA100	u.01109
B24DCAT199	u.01110
B24DCCN041	u.01111
B24DCDK032	u.01112
B24DCCN404	u.01113
B24DCPT059	u.01114
B24DCKD005	u.01115
B24DCKH063	u.01116
B24DCPT029	u.01117
B23DCKH048	u.01118
B22DCDT083	u.01119
B23DCCN672	u.01120
B24DCKH116	u.01121
B20DCDT177	u.01122
B23DCVT296	u.01123
B20DCVT402	u.01124
B24DCCN262	u.01125
B22DCDT253	u.01126
B19DCPT199	u.01127
B24DCCN053	u.01128
B23DCAT256	u.01129
B24DCVT390	u.01130
B24DCCN193	u.01131
B24DCCN484	u.01132
B23DCCN398	u.01133
B24DCCE041	u.01134
B23DCDT018	u.01135
B22DCDT281	u.01136
B23DCCN087	u.01137
B24DCVT240	u.01138
B24DCPT163	u.01139
B24DCAT248	u.01140
B24DCCN191	u.01141
B24DCVN070	u.01142
B24DCCN110	u.01143
B24DCCN376	u.01144
B23DCAT032	u.01145
B22DCDT086	u.01146
B24DCCE087	u.01147
B24DCVT169	u.01148
B24DCDT103	u.01149
B24DCDT017	u.01150
B24DCTC062	u.01151
B24DCGA156	u.01152
B24DCPT137	u.01153
B24DCAT251	u.01154
B24DCVN055	u.01155
B23DCPT091	u.01156
B24DCAT182	u.01157
B19DCCN217	u.01158
B24DCAT267	u.01159
B22DCCN140	u.01160
B22DCDT168	u.01161
B23DCCN359	u.01162
B22DCDT331	u.01163
B24DCDT135	u.01164
B24DCDT235	u.01165
B23DCCN349	u.01166
B23DCCN185	u.01167
B23DCCN567	u.01168
B19DCDT035	u.01169
B23DCPT319	u.01170
B23DCCN440	u.01171
B24DCCN539	u.01172
B24DCCN077	u.01173
B23DCPT253	u.01174
B20DCDT091	u.01175
B24DCVT277	u.01176
B24DCCN188	u.01177
B23DCCN527	u.01178
B23DCVT228	u.01179
B23DCCN793	u.01180
B23DCDK002	u.01181
B24DCCN287	u.01182
B20DCAT172	u.01183
B24DCKD066	u.01184
B23DCCN036	u.01185
B23DCKD023	u.01186
B24DCAT237	u.01187
B24DCTC074	u.01188
B24DCDT032	u.01189
B24DCCN393	u.01190
B24DCDT292	u.01191
B24DCTC024	u.01192
B24DCDT276	u.01193
B24DCAT120	u.01194
B20DCCN033	u.01195
B24DCKH069	u.01196
B24DCAT220	u.01197
B24DCCN086	u.01198
B23DCAT320	u.01199
B23DCCN588	u.01200
B23DCCN895	u.01201
B24DCPT127	u.01202
B24DCCE188	u.01203
B24DCTC061	u.01204
B24DCVT389	u.01205
B22DCDT012	u.01206
B24DCCN409	u.01207
B24DCVT388	u.01208
B24DCAT264	u.01209
B24DCPT055	u.01210
B22DCDT048	u.01211
B24DCCN059	u.01212
B23DCAT317	u.01213
B24DCPT061	u.01214
B24DCDT185	u.01215
B24DCVT123	u.01216
B23DCVT359	u.01217
B24DCTC060	u.01218
B23DCCN989	u.01219
B19DCDT042	u.01220
B23DCCN724	u.01221
B23DCCN253	u.01222
B23DCVT201	u.01223
B23DCVT311	u.01224
B23DCCE081	u.01225
B23DCVT097	u.01226
B23DCCE052	u.01227
B20DCCN038	u.01228
B23DCCE038	u.01229
B23DCCE037	u.01230
B23DCCE043	u.01231
B23DCCE066	u.01232
B23DCVT393	u.01233
B23DCCE032	u.01234
B23DCCN587	u.01235
B23DCCE076	u.01236
B23DCVT299	u.01237
B23DCCE031	u.01238
B16DCCN115	u.01239
B23DCCN828	u.01240
B20DCDT078	u.01241
B23DCDT254	u.01242
B23DCCE060	u.01243
B23DCVT013	u.01244
B20DCCN646	u.01245
B23DCCE029	u.01246
B20DCDT162	u.01247
B23DCVT213	u.01248
B23DCDT013	u.01249
B23DCVT236	u.01250
B23DCVT322	u.01251
B23DCCE065	u.01252
B23DCCE088	u.01253
B20DCDT110	u.01254
B23DCAT500	u.01255
B23DCCE061	u.01256
B23DCKH118	u.01257
B23DCDK036	u.01258
B23DCCN019	u.01259
B23DCVT094	u.01260
B23DCCN266	u.01261
B23DCVT071	u.01262
B23DCCN472	u.01263
B23DCCE039	u.01264
B23DCDT284	u.01265
B23DCCE059	u.01266
B21DCCN137	u.01267
B23DCDT232	u.01268
B23DCCE064	u.01269
B23DCVT263	u.01270
B23DCDT141	u.01271
B23DCCE033	u.01272
B23DCAT298	u.01273
B23DCCE042	u.01274
B23DCCN211	u.01275
B22DCDT255	u.01276
B23DCCN570	u.01277
B23DCCN843	u.01278
B23DCKD057	u.01279
B23DCCN550	u.01280
B23DCAT007	u.01281
B23DCAT018	u.01282
B23DCKH074	u.01283
B22DCDT094	u.01284
B23DCCN882	u.01285
B23DCCN238	u.01286
B23DCCN633	u.01287
B23DCCN595	u.01288
B21DCDT153	u.01289
B23DCCN023	u.01290
B22DCDT241	u.01291
B22DCDT132	u.01292
B23DCCN371	u.01293
B23DCAT097	u.01294
B23DCKH093	u.01295
B23DCCN377	u.01296
B18DCCN670	u.01297
B23DCCN138	u.01298
B23DCCN395	u.01299
B23DCKH046	u.01300
B23DCCN514	u.01301
B23DCCE083	u.01302
B23DCCN312	u.01303
B23DCCN761	u.01304
B23DCAT231	u.01305
B23DCCN874	u.01306
B23DCDK019	u.01307
B23DCCN250	u.01308
B23DCDK143	u.01309
B23DCCN298	u.01310
B23DCCN729	u.01311
B23DCKH116	u.01312
B23DCCN680	u.01313
B23DCAT219	u.01314
B22DCDT181	u.01315
B22DCDT141	u.01316
B22DCCN255	u.01317
B23DCCE027	u.01318
B23DCAT155	u.01319
B23DCCN862	u.01320
B23DCCN390	u.01321
B23DCCN095	u.01322
B23DCDK124	u.01323
B23DCDK017	u.01324
B22DCDT085	u.01325
B23DCCN058	u.01326
B23DCDK045	u.01327
B23DCCN822	u.01328
B22DCDT152	u.01329
B23DCDT021	u.01330
B23DCDT086	u.01331
B23DCCN563	u.01332
B23DCCN715	u.01333
B23DCAT319	u.01334
B22DCDT248	u.01335
B23DCCN295	u.01336
B23DCAT253	u.01337
B23DCCN869	u.01338
B23DCAT073	u.01339
B23DCCN230	u.01340
B23DCAT183	u.01341
B23DCCN690	u.01342
B23DCCN049	u.01343
B23DCCN098	u.01344
B23DCAT203	u.01345
B23DCCN321	u.01346
B23DCCN516	u.01347
B23DCCN014	u.01348
B23DCCN709	u.01349
B23DCCN536	u.01350
B23DCCN139	u.01351
B23DCCN857	u.01352
B23DCCN420	u.01353
B23DCDK083	u.01354
B23DCAT023	u.01355
B22DCAT127	u.01356
B23DCCN172	u.01357
B23DCKD042	u.01358
B23DCCN483	u.01359
B23DCAT285	u.01360
B23DCKH035	u.01361
B23DCDK136	u.01362
B23DCCN585	u.01363
B23DCDK080	u.01364
B23DCCN094	u.01365
B23DCAT270	u.01366
B22DCDT180	u.01367
B22DCDT131	u.01368
B23DCCN066	u.01369
B23DCCN489	u.01370
B23DCCN218	u.01371
B23DCKH040	u.01372
B23DCAT215	u.01373
B23DCCN306	u.01374
B21DCCN433	u.01375
B23DCCN277	u.01376
B23DCCN935	u.01377
B23DCAT096	u.01378
B22DCDT301	u.01379
B23DCCE074	u.01380
B23DCCN900	u.01381
B22DCDT246	u.01382
B23DCCN263	u.01383
B23DCCN841	u.01384
B23DCCN667	u.01385
B23DCCN319	u.01386
B23DCCN609	u.01387
B23DCCN930	u.01388
B22DCDT045	u.01389
B23DCCN158	u.01390
B23DCCN198	u.01391
B23DCCN029	u.01392
B23DCDK004	u.01393
B23DCAT056	u.01394
B22DCDT014	u.01395
B23DCCN037	u.01396
B23DCKD012	u.01397
B23DCCN730	u.01398
B23DCCN208	u.01399
B23DCKD058	u.01400
B22DCDT238	u.01401
B23DCCN581	u.01402
B23DCCN480	u.01403
B23DCKH078	u.01404
B22DCDT058	u.01405
B23DCKH122	u.01406
B23DCCN331	u.01407
B22DCDT199	u.01408
B23DCCN682	u.01409
B21DCCN545	u.01410
B20DCCN586	u.01411
B22DCDT268	u.01412
B23DCCN635	u.01413
B23DCCN096	u.01414
B23DCCN886	u.01415
B17DCCN338	u.01416
B22DCDT117	u.01417
B23DCCN551	u.01418
B23DCCN120	u.01419
B23DCKH101	u.01420
B23DCCN670	u.01421
B23DCCN108	u.01422
B23DCCN821	u.01423
B23DCCN772	u.01424
B23DCAT016	u.01425
B23DCAT013	u.01426
B23DCCE087	u.01427
B23DCAT197	u.01428
B22DCDT061	u.01429
B23DCCN022	u.01430
B23DCAT196	u.01431
B23DCCN272	u.01432
B23DCKH071	u.01433
B23DCCN215	u.01434
B23DCAT038	u.01435
B23DCCN853	u.01436
B23DCAT176	u.01437
B23DCKH010	u.01438
B23DCCN774	u.01439
B23DCAT058	u.01440
B23DCCN122	u.01441
B23DCCN296	u.01442
B23DCCN658	u.01443
B23DCCN864	u.01444
B23DCKH001	u.01445
B23DCCN057	u.01446
B23DCCN347	u.01447
B23DCKD068	u.01448
B23DCCN515	u.01449
B23DCKH129	u.01450
B23DCCN360	u.01451
B22DCDT162	u.01452
B23DCKH024	u.01453
B22DCDT142	u.01454
B23DCCN660	u.01455
B23DCCN599	u.01456
B23DCCN768	u.01457
B23DCCN813	u.01458
B23DCCN301	u.01459
B23DCAT339	u.01460
B23DCCN997	u.01461
B23DCCN237	u.01462
B23DCCN558	u.01463
B22DCDT198	u.01464
B23DCCN025	u.01465
B23DCCN506	u.01466
B23DCCN251	u.01467
B23DCCN524	u.01468
B23DCAT152	u.01469
B23DCKD020	u.01470
B22DCDT188	u.01471
B23DCCN917	u.01472
B23DCCN127	u.01473
B23DCCN685	u.01474
B23DCAT204	u.01475
B18DCCN529	u.01476
B23DCCN719	u.01477
B23DCAT308	u.01478
B20DCDT143	u.01479
B23DCAT085	u.01480
B23DCCN704	u.01481
B23DCKH064	u.01482
B19DCCN622	u.01483
B23DCKH096	u.01484
B23DCCN322	u.01485
B20DCCN368	u.01486
B23DCCE015	u.01487
B23DCCN010	u.01488
B23DCCN542	u.01489
B23DCCN650	u.01490
B23DCCN642	u.01491
B23DCKD034	u.01492
B22DCDT220	u.01493
B23DCKH004	u.01494
B23DCKH100	u.01495
B23DCCE086	u.01496
B23DCCN410	u.01497
B23DCAT107	u.01498
B23DCCN241	u.01499
B23DCKH108	u.01500
B23DCCN522	u.01501
B23DCCN461	u.01502
B22DCDT257	u.01503
B23DCAT043	u.01504
B23DCCN183	u.01505
B23DCAT296	u.01506
B23DCAT261	u.01507
B22DCDT258	u.01508
B23DCCN035	u.01509
B23DCCN562	u.01510
B23DCCN310	u.01511
B23DCCN940	u.01512
B23DCCN143	u.01513
B23DCAT247	u.01514
B23DCCN171	u.01515
B23DCDK010	u.01516
B23DCCN234	u.01517
B23DCKH018	u.01518
B22DCDT288	u.01519
B23DCCN553	u.01520
B23DCKH114	u.01521
B23DCCN008	u.01522
B23DCCN492	u.01523
B22DCDT231	u.01524
B23DCKD006	u.01525
B23DCAT170	u.01526
B23DCAT236	u.01527
B23DCCN433	u.01528
B23DCKD051	u.01529
B23DCCN908	u.01530
B23DCCN261	u.01531
B22DCDT042	u.01532
B22DCDT214	u.01533
B23DCAT188	u.01534
B23DCCN521	u.01535
B23DCKH032	u.01536
B23DCCN187	u.01537
B23DCKD069	u.01538
B23DCKD054	u.01539
B23DCKD062	u.01540
B23DCCN785	u.01541
B23DCAT040	u.01542
B23DCCN876	u.01543
B23DCKH014	u.01544
B23DCCN655	u.01545
B23DCKD079	u.01546
B22DCDT175	u.01547
B23DCCE024	u.01548
B23DCCN918	u.01549
B23DCCE040	u.01550
B23DCCN757	u.01551
B23DCCN699	u.01552
B22DCCN020	u.01553
B23DCAT021	u.01554
B23DCCN111	u.01555
B23DCCN281	u.01556
B23DCCN637	u.01557
B23DCCN832	u.01558
B21DCCN758	u.01559
B23DCKD049	u.01560
B23DCCN039	u.01561
B23DCKH097	u.01562
B23DCAT110	u.01563
B23DCCN659	u.01564
B23DCAT274	u.01565
B23DCCN646	u.01566
B21DCPT145	u.01567
B23DCCN292	u.01568
B23DCAT177	u.01569
B23DCCN644	u.01570
B23DCAT150	u.01571
B23DCKH131	u.01572
B23DCKH092	u.01573
B20DCDT139	u.01574
B23DCKD013	u.01575
B22DCDT270	u.01576
B22DCDT056	u.01577
B23DCCN284	u.01578
B23DCCN674	u.01579
B23DCAT283	u.01580
B23DCCN696	u.01581
B22DCDT325	u.01582
B22DCDT206	u.01583
B23DCCN855	u.01584
B23DCCN112	u.01585
B23DCCN294	u.01586
B23DCCN126	u.01587
B22DCDT280	u.01588
B23DCCN508	u.01589
B22DCDT327	u.01590
B23DCCN421	u.01591
B23DCDK108	u.01592
B23DCCN387	u.01593
B23DCCN883	u.01594
B23DCKH043	u.01595
B23DCCN186	u.01596
B23DCDK047	u.01597
B23DCCN393	u.01598
B23DCCN689	u.01599
B23DCKD041	u.01600
B23DCCN703	u.01601
B23DCCN056	u.01602
B23DCCN365	u.01603
B23DCAT086	u.01604
B23DCAT012	u.01605
B23DCCN624	u.01606
B23DCKD001	u.01607
B23DCCN912	u.01608
B23DCKH089	u.01609
B23DCAT217	u.01610
B23DCCN140	u.01611
B23DCDK154	u.01612
B22DCDT276	u.01613
B23DCKD047	u.01614
B23DCKH037	u.01615
B23DCCN851	u.01616
B23DCCN447	u.01617
B23DCAT224	u.01618
B23DCCN899	u.01619
B23DCCN479	u.01620
B23DCCE011	u.01621
B23DCDK141	u.01622
B23DCCN155	u.01623
B23DCCN734	u.01624
B23DCCN173	u.01625
B23DCAT079	u.01626
B23DCCN383	u.01627
B21DCAT122	u.01628
B23DCKH023	u.01629
B23DCAT171	u.01630
B20DCAT090	u.01631
B23DCCN565	u.01632
B23DCCE071	u.01633
B23DCCE090	u.01634
B22DCDT137	u.01635
B23DCVT387	u.01636
B23DCCN106	u.01637
B23DCVT418	u.01638
B23DCCE097	u.01639
B23DCDT176	u.01640
B23DCVT340	u.01641
B23DCCN927	u.01642
B23DCVT258	u.01643
B22DCDT072	u.01644
B23LKCN002	u.01645
B23DCVT404	u.01646
B23DCCE045	u.01647
B23DCCN529	u.01648
B23DCVT218	u.01649
B23DCCE073	u.01650
B23DCVT173	u.01651
B23DCVT440	u.01652
B23DCVT453	u.01653
B20DCDT026	u.01654
B23DCVT414	u.01655
B19DCDT140	u.01656
B23DCVT180	u.01657
B23DCVT014	u.01658
B23DCCN063	u.01659
B23DCCE028	u.01660
B23DCAT144	u.01661
B23DCVT188	u.01662
B23DCAT159	u.01663
B23DCVT287	u.01664
B23DCKH036	u.01665
B23LKCN003	u.01666
B23DCCN486	u.01667
B23DCVT171	u.01668
B23DCCE044	u.01669
B23DCVT423	u.01670
B23DCAT004	u.01671
B23DCCN594	u.01672
B23DCVT019	u.01673
B23DCAT149	u.01674
B23DCCN598	u.01675
B23DCVT095	u.01676
B23DCCN136	u.01677
B23DCCE005	u.01678
B23DCCE009	u.01679
B23DCCN177	u.01680
B23DCAT192	u.01681
B23DCDT289	u.01682
B20DCCN720	u.01683
B22DCDT046	u.01684
B22DCDT324	u.01685
B23DCCE026	u.01686
B23DCAT252	u.01687
B23DCVT226	u.01688
B23DCCE085	u.01689
B23DCCN944	u.01690
B22DCDT263	u.01691
B23DCAT243	u.01692
B23DCAT232	u.01693
B23DCVT448	u.01694
B23DCCE091	u.01695
B23DCVT279	u.01696
B22DCDT165	u.01697
B23DCCE013	u.01698
B22DCCN410	u.01699
B23DCDT249	u.01700
B23DCCN806	u.01701
B23DCKD043	u.01702
B23DCCE017	u.01703
B23DCCE051	u.01704
B20DCDT142	u.01705
B19DCAT135	u.01706
B23DCVT308	u.01707
B23DCCN246	u.01708
B23DCVT037	u.01709
B23DCCE016	u.01710
B23DCDT044	u.01711
B23DCAT148	u.01712
B23DCCE075	u.01713
B23DCCN084	u.01714
B23DCCN751	u.01715
B23DCVT302	u.01716
B23DCCE096	u.01717
B23DCVT204	u.01718
B23DCKD078	u.01719
B23DCCE020	u.01720
B23DCAT242	u.01721
B23DCCN718	u.01722
B23DCCE080	u.01723
B23DCDK009	u.01724
B23DCCE069	u.01725
B23DCCN428	u.01726
B23DCCN358	u.01727
B23DCCE048	u.01728
B23DCCN289	u.01729
B23DCCN413	u.01730
B23DCVT257	u.01731
B23DCCN903	u.01732
B23DCCE030	u.01733
B23DCCE095	u.01734
B23DCDT140	u.01735
B23DCCN870	u.01736
B23DCCN233	u.01737
B23DCCN676	u.01738
B23DCCE053	u.01739
B23DCCN340	u.01740
B23DCCN427	u.01741
B23DCKD025	u.01742
B23DCKH028	u.01743
B23DCAT115	u.01744
B23DCVT341	u.01745
B23DCCN399	u.01746
B23DCCN569	u.01747
B23DCDK142	u.01748
B23DCKH042	u.01749
B23DCCN780	u.01750
B22DCDT333	u.01751
B22DCCN337	u.01752
B23DCCE063	u.01753
B23DCKH109	u.01754
B23DCCN207	u.01755
B23DCCN716	u.01756
B20DCCN536	u.01757
B23DCAT297	u.01758
B23DCCN326	u.01759
B23DCCN892	u.01760
B23DCCN875	u.01761
B23DCDT063	u.01762
B23DCCN466	u.01763
B23DCKH094	u.01764
B23DCCN684	u.01765
B23DCCN854	u.01766
B22DCDT191	u.01767
B23DCVT325	u.01768
B23DCCE049	u.01769
B23DCCE003	u.01770
B23DCCN601	u.01771
B23DCKH112	u.01772
B23DCDT019	u.01773
B23DCAT074	u.01774
B22DCDT119	u.01775
B23DCCN775	u.01776
B22DCDT027	u.01777
B23DCCN129	u.01778
B23DCCN258	u.01779
B23DCCN919	u.01780
B22DCDT203	u.01781
B23DCKD063	u.01782
B23DCCN922	u.01783
B23DCCN270	u.01784
B23DCAT312	u.01785
B23DCCN647	u.01786
B23DCAT294	u.01787
B23DCDK151	u.01788
B23DCCN820	u.01789
B23DCDK038	u.01790
B23DCKH027	u.01791
B23DCAT295	u.01792
B23DCAT318	u.01793
B23DCKH120	u.01794
B23DCCN044	u.01795
B23DCCN477	u.01796
B23DCAT189	u.01797
B23DCCN934	u.01798
B23DCCN103	u.01799
B23DCCN885	u.01800
B23DCCE089	u.01801
B23DCCN169	u.01802
B23DCCN766	u.01803
B23DCDK144	u.01804
B23DCCN797	u.01805
B23DCCN666	u.01806
B23DCKH053	u.01807
B22DCDT113	u.01808
B23DCKD073	u.01809
B23DCCN406	u.01810
B23DCKH049	u.01811
B23DCCN784	u.01812
B23DCKD038	u.01813
B23DCAT281	u.01814
B23DCCE012	u.01815
B23DCCN758	u.01816
B23DCCN275	u.01817
B23DCCN408	u.01818
B23DCCN361	u.01819
B23DCCN469	u.01820
B23DCCN418	u.01821
B23DCAT022	u.01822
B23DCKD067	u.01823
B23DCCN641	u.01824
B23DCCE068	u.01825
B23DCKH121	u.01826
B23DCAT216	u.01827
B23DCAT120	u.01828
B23DCCN617	u.01829
B23DCKD021	u.01830
B23DCAT333	u.01831
B23DCVT458	u.01832
B23DCCN336	u.01833
